<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SGN,20180403,139.00,140.00,139.00,139.00,2802,139.00,140.00,139.00,139.00,0,0,0
SGN,20180402,137.10,137.10,137.10,137.10,100,137.10,137.10,137.10,137.10,0,0,0
SGN,20180330,140.00,140.00,140.00,140.00,510,140.00,140.00,140.00,140.00,0,400,0
SGN,20180329,140.00,140.00,139.00,139.00,900,140.00,140.00,139.00,139.00,0,0,0
SGN,20180328,139.00,139.00,138.00,138.00,1102,139.00,139.00,138.00,138.00,0,700,1000
SGN,20180327,138.50,138.50,138.50,138.50,100,138.50,138.50,138.50,138.50,0,0,0
SGN,20180326,136.00,139.00,136.00,139.00,1200,136.00,139.00,136.00,139.00,0,0,0
SGN,20180323,139.00,139.00,134.00,134.00,200,139.00,139.00,134.00,134.00,0,0,0
SGN,20180322,138.70,139.00,138.70,138.70,1401,138.70,139.00,138.70,138.70,0,0,0
SGN,20180321,138.70,139.00,138.70,139.00,5900,138.70,139.00,138.70,139.00,0,0,2900
SGN,20180320,138.70,138.70,138.60,138.60,310,138.70,138.70,138.60,138.60,0,310,300
SGN,20180319,138.60,138.60,138.60,138.60,1300,138.60,138.60,138.60,138.60,0,0,1200
SGN,20180316,138.60,138.60,138.60,138.60,200,138.60,138.60,138.60,138.60,0,0,200
SGN,20180315,138.60,138.60,138.60,138.60,1010,138.60,138.60,138.60,138.60,0,0,1000
SGN,20180314,138.70,138.70,138.00,138.00,2700,138.70,138.70,138.00,138.00,0,800,2200
SGN,20180313,140.00,141.00,137.00,139.00,1100,140.00,141.00,137.00,139.00,0,0,0
SGN,20180312,137.00,137.00,135.00,135.00,300,137.00,137.00,135.00,135.00,0,0,300
SGN,20180309,142.00,142.00,142.00,142.00,100,142.00,142.00,142.00,142.00,0,0,0
SGN,20180307,142.50,142.50,142.50,142.50,1000,142.50,142.50,142.50,142.50,60,0,0
SGN,20180306,140.00,144.00,140.00,143.00,6420,140.00,144.00,140.00,143.00,0,200,0
SGN,20180305,140.00,140.00,139.00,139.00,2408,140.00,140.00,139.00,139.00,0,1000,900
SGN,20180302,139.10,139.10,139.10,139.10,1002,139.10,139.10,139.10,139.10,0,900,0
SGN,20180301,144.00,145.00,143.00,145.00,3200,144.00,145.00,143.00,145.00,0,1400,1000
SGN,20180228,145.00,145.10,145.00,145.10,700,145.00,145.10,145.00,145.10,0,200,700
SGN,20180227,146.00,147.00,146.00,147.00,200,146.00,147.00,146.00,147.00,0,0,0
SGN,20180226,145.00,150.00,145.00,148.00,1500,145.00,150.00,145.00,148.00,0,0,0
SGN,20180223,129.00,145.00,129.00,145.00,1200,129.00,145.00,129.00,145.00,0,0,600
SGN,20180222,150.00,150.00,150.00,150.00,3000,150.00,150.00,150.00,150.00,0,3000,0
SGN,20180221,150.00,150.10,150.00,150.10,1200,150.00,150.10,150.00,150.10,0,1100,0
SGN,20180213,137.10,150.00,137.10,150.00,200,137.10,150.00,137.10,150.00,0,0,200
SGN,20180212,144.00,145.00,144.00,145.00,1200,144.00,145.00,144.00,145.00,0,0,0
SGN,20180209,143.00,144.00,143.00,144.00,500,143.00,144.00,143.00,144.00,0,500,0
SGN,20180208,144.00,144.00,140.00,140.00,2100,144.00,144.00,140.00,140.00,0,500,0
SGN,20180207,147.00,147.00,147.00,147.00,3000,147.00,147.00,147.00,147.00,0,2200,0
SGN,20180206,150.00,150.00,144.00,144.00,600,150.00,150.00,144.00,144.00,0,600,300
SGN,20180205,152.50,152.50,150.10,150.10,2302,152.50,152.50,150.10,150.10,72,1500,0
SGN,20180201,152.50,152.50,152.50,152.50,100,152.50,152.50,152.50,152.50,0,0,0
SGN,20180131,152.50,152.50,152.50,152.50,310,152.50,152.50,152.50,152.50,0,310,300
SGN,20180130,151.00,154.00,151.00,154.00,3440,151.00,154.00,151.00,154.00,0,2200,0
SGN,20180129,150.00,152.50,150.00,151.00,2500,150.00,152.50,150.00,151.00,0,1500,0
SGN,20180126,152.00,152.50,150.10,151.00,4560,152.00,152.50,150.10,151.00,0,2400,0
SGN,20180125,153.00,153.00,153.00,153.00,300,153.00,153.00,153.00,153.00,0,300,0
SGN,20180124,152.90,159.00,152.00,152.00,3024,152.90,159.00,152.00,152.00,68,3000,0
SGN,20180123,150.70,151.00,149.00,151.00,2569,150.70,151.00,149.00,151.00,0,2200,0
SGN,20180122,150.50,151.00,149.00,149.00,3006,150.50,151.00,149.00,149.00,0,1600,0
SGN,20180117,153.00,153.00,153.00,153.00,1000,153.00,153.00,153.00,153.00,0,1000,0
SGN,20180116,152.00,155.00,152.00,155.00,2008,152.00,155.00,152.00,155.00,0,1900,0
SGN,20180112,152.00,152.00,152.00,152.00,800,152.00,152.00,152.00,152.00,0,0,100
SGN,20180111,152.00,152.00,152.00,152.00,1110,152.00,152.00,152.00,152.00,0,300,0
SGN,20180110,152.00,152.00,152.00,152.00,100,152.00,152.00,152.00,152.00,0,0,0
SGN,20180109,152.50,152.50,152.00,152.00,605,152.50,152.50,152.00,152.00,0,0,65
SGN,20180108,152.00,152.00,152.00,152.00,100,152.00,152.00,152.00,152.00,10,0,100
SGN,20180105,152.10,155.00,152.00,155.00,2280,152.10,155.00,152.00,155.00,0,0,800
SGN,20180104,160.80,160.80,157.00,157.00,1910,160.80,160.80,157.00,157.00,0,1400,0
SGN,20180103,161.00,161.00,161.00,161.00,100,161.00,161.00,161.00,161.00,0,100,0
SGN,20180102,162.00,162.00,161.10,161.10,800,162.00,162.00,161.10,161.10,0,800,0
SGN,20171229,157.00,161.50,157.00,161.20,5350,157.00,161.50,157.00,161.20,0,5300,0
SGN,20171228,159.30,163.00,159.30,162.00,7700,159.30,163.00,159.30,162.00,0,7200,0
SGN,20171227,150.50,160.00,149.20,159.50,10028,150.50,160.00,149.20,159.50,0,9000,28
SGN,20171226,149.50,150.00,149.20,150.00,1101,149.50,150.00,149.20,150.00,0,100,1
SGN,20171225,149.10,150.00,149.00,149.10,1000,149.10,150.00,149.00,149.10,0,900,0
SGN,20171222,150.00,150.00,148.10,148.50,2800,150.00,150.00,148.10,148.50,0,0,1700
SGN,20171221,149.90,149.90,149.90,149.90,200,149.90,149.90,149.90,149.90,0,200,0
SGN,20171220,150.00,150.00,149.90,149.90,1800,150.00,150.00,149.90,149.90,0,1100,100
SGN,20171219,150.00,150.10,149.50,150.00,17470,150.00,150.10,149.50,150.00,0,14100,14670
SGN,20171218,150.00,155.00,150.00,155.00,2057,150.00,155.00,150.00,155.00,0,0,1837
SGN,20171215,158.00,158.00,153.00,153.00,851,158.00,158.00,153.00,153.00,0,200,0
SGN,20171214,158.00,158.00,158.00,158.00,201,158.00,158.00,158.00,158.00,0,0,0
SGN,20171213,160.00,160.00,155.00,155.00,600,160.00,160.00,155.00,155.00,0,400,0
SGN,20171211,160.00,160.00,160.00,160.00,592,160.00,160.00,160.00,160.00,0,0,0
SGN,20171207,160.00,161.00,160.00,161.00,1000,160.00,161.00,160.00,161.00,0,1000,0
SGN,20171206,145.00,151.10,139.00,151.10,330,145.00,151.10,139.00,151.10,0,0,0
SGN,20171205,161.90,162.00,161.90,162.00,2687,161.90,162.00,161.90,162.00,0,2500,0
SGN,20171204,162.00,162.00,162.00,162.00,200,162.00,162.00,162.00,162.00,2,0,0
SGN,20171201,150.00,173.00,150.00,162.00,2213,150.00,173.00,150.00,162.00,4,1500,0
SGN,20171130,160.00,175.00,160.00,163.50,17600,160.00,175.00,160.00,163.50,0,12700,0
SGN,20171129,159.00,160.00,159.00,160.00,5013,159.00,160.00,159.00,160.00,139680,144680,200
SGN,20171128,158.50,158.50,153.70,154.00,8005,158.50,158.50,153.70,154.00,0,2305,0
SGN,20171127,153.00,154.00,153.00,154.00,300,153.00,154.00,153.00,154.00,0,0,0
SGN,20171124,160.00,160.00,160.00,160.00,1000,160.00,160.00,160.00,160.00,0,1000,0
SGN,20171123,152.00,160.00,151.00,159.50,25700,152.00,160.00,151.00,159.50,0,17200,0
SGN,20171122,146.30,160.00,146.30,151.00,7000,146.30,160.00,146.30,151.00,0,5600,0
SGN,20171121,147.50,147.50,146.50,147.50,6175,147.50,147.50,146.50,147.50,0,3875,0
SGN,20171120,148.00,148.00,147.50,147.50,1300,148.00,148.00,147.50,147.50,0,200,0
SGN,20171117,147.30,147.60,147.30,147.30,4200,147.30,147.60,147.30,147.30,53,3600,0
SGN,20171116,147.20,148.40,147.20,148.00,1874,147.20,148.40,147.20,148.00,0,800,0
SGN,20171115,147.90,148.00,147.10,147.10,3854,147.90,148.00,147.10,147.10,6000,3100,0
SGN,20171114,147.50,147.80,147.30,147.80,2507,147.50,147.80,147.30,147.80,250000,252400,0
SGN,20171113,147.50,147.50,147.00,147.00,1720,147.50,147.50,147.00,147.00,1184,500,700
SGN,20171110,146.00,147.00,146.00,146.50,5554,146.00,147.00,146.00,146.50,0,1400,0
SGN,20171109,146.00,147.00,146.00,146.10,3240,146.00,147.00,146.00,146.10,0,1610,0
SGN,20171108,144.20,145.80,144.20,145.70,2600,144.20,145.80,144.20,145.70,0,1300,0
SGN,20171107,144.20,144.30,144.20,144.30,300,144.20,144.30,144.20,144.30,0,0,0
SGN,20171106,144.00,146.00,144.00,144.00,904,144.00,146.00,144.00,144.00,0,0,0
SGN,20171103,146.00,146.00,146.00,146.00,340,146.00,146.00,146.00,146.00,0,300,0
SGN,20171102,145.50,145.50,145.50,145.50,1900,145.50,145.50,145.50,145.50,0,1900,0
SGN,20171101,143.00,148.00,143.00,148.00,2026,143.00,148.00,143.00,148.00,0,2000,0
SGN,20171031,144.90,145.00,144.00,144.00,3200,144.90,145.00,144.00,144.00,0,3200,0
SGN,20171030,144.00,144.00,144.00,144.00,800,144.00,144.00,144.00,144.00,0,800,0
SGN,20171027,142.00,145.00,140.00,145.00,13400,142.00,145.00,140.00,145.00,0,12800,0
SGN,20171026,140.70,145.10,140.50,145.00,19096,140.70,145.10,140.50,145.00,0,14100,0
SGN,20171025,139.00,140.00,139.00,139.90,2100,139.00,140.00,139.00,139.90,0,1100,0
SGN,20171023,140.00,140.00,140.00,140.00,1000,140.00,140.00,140.00,140.00,0,800,0
SGN,20171020,145.00,145.00,135.00,135.00,3310,145.00,145.00,135.00,135.00,0,0,0
SGN,20171018,146.00,146.00,146.00,146.00,500,146.00,146.00,146.00,146.00,0,300,0
SGN,20171017,147.00,147.00,146.00,146.00,2700,147.00,147.00,146.00,146.00,208000,210400,0
SGN,20171016,147.00,148.00,147.00,148.00,1220,147.00,148.00,147.00,148.00,0,0,0
SGN,20171012,145.00,146.00,144.50,146.00,800,145.00,146.00,144.50,146.00,0,700,0
SGN,20171011,145.00,146.00,145.00,146.00,1410,145.00,146.00,145.00,146.00,0,1400,0
SGN,20171004,140.00,145.00,140.00,145.00,500,140.00,145.00,140.00,145.00,0,100,0
SGN,20171003,144.00,145.00,143.00,144.00,1600,144.00,145.00,143.00,144.00,0,800,0
SGN,20171002,145.00,146.00,143.50,146.00,1200,145.00,146.00,143.50,146.00,0,500,0
SGN,20170929,143.00,143.00,143.00,143.00,100,143.00,143.00,143.00,143.00,0,0,0
SGN,20170928,148.60,149.10,148.60,149.00,560,148.60,149.10,148.60,149.00,0,0,0
SGN,20170927,152.00,152.00,150.00,150.00,200,152.00,152.00,150.00,150.00,0,0,0
SGN,20170926,150.80,150.80,150.80,150.80,100,150.80,150.80,150.80,150.80,20,100,0
SGN,20170925,150.00,150.00,150.00,150.00,4400,150.00,150.00,150.00,150.00,0,300,0
SGN,20170922,150.00,151.00,149.00,150.00,8100,150.00,151.00,149.00,150.00,0,3700,0
SGN,20170920,152.00,152.00,150.00,150.00,1100,152.00,152.00,150.00,150.00,20,1000,0
SGN,20170919,152.00,152.00,152.00,152.00,2000,152.00,152.00,152.00,152.00,0,2000,0
SGN,20170918,150.00,152.00,150.00,152.00,1710,150.00,152.00,150.00,152.00,0,1700,0
SGN,20170915,153.00,153.00,152.00,152.00,200,153.00,153.00,152.00,152.00,0,0,0
SGN,20170914,153.00,153.00,153.00,153.00,1515,153.00,153.00,153.00,153.00,0,1500,0
SGN,20170913,151.99,152.88,151.01,151.01,2000,154.00,154.90,153.00,153.00,0,1900,0
SGN,20170912,151.99,152.98,151.99,152.98,800,154.00,155.00,154.00,155.00,0,200,0
SGN,20170911,150.02,151.99,150.02,151.99,4015,152.00,154.00,152.00,154.00,0,2100,0
SGN,20170908,148.05,149.03,148.05,149.03,530,150.00,151.00,150.00,151.00,0,300,0
SGN,20170906,148.05,148.05,147.55,147.55,265,150.00,150.00,149.50,149.50,0,270,0
SGN,20170905,145.09,148.44,145.09,148.44,4510,147.00,150.40,147.00,150.40,0,3910,0
SGN,20170901,143.60,143.60,143.40,143.41,200,145.50,145.50,145.30,145.30,0,100,0
SGN,20170831,148.05,148.05,139.16,139.16,2340,150.00,150.00,141.00,141.00,0,200,0
SGN,20170830,128.31,148.54,128.31,148.54,400,130.00,150.50,130.00,150.50,72,200,0
SGN,20170829,148.05,148.84,147.85,148.05,12500,150.00,150.80,149.80,150.00,0,3100,0
SGN,20170828,148.05,150.52,146.07,147.06,12640,150.00,152.50,148.00,149.00,0,500,0
SGN,20170825,143.11,147.94,143.11,147.95,7460,145.00,149.90,145.00,149.90,0,1400,0
SGN,20170824,143.41,143.60,143.11,143.60,1900,145.30,145.50,145.00,145.50,0,200,0
SGN,20170823,143.61,143.61,143.11,143.11,200,145.50,145.50,145.00,145.00,94230,100,0
SGN,20170822,143.61,147.06,143.11,147.06,713,145.50,149.00,145.00,149.00,0,400,0
SGN,20170821,144.10,144.10,144.10,144.10,418,146.00,146.00,146.00,146.00,0,0,0
SGN,20170818,148.05,150.02,148.05,148.05,600,150.00,152.00,150.00,150.00,0,400,0
SGN,20170817,148.05,148.05,148.05,148.05,200,150.00,150.00,150.00,150.00,0,100,0
SGN,20170816,148.05,148.05,148.05,148.05,800,150.00,150.00,150.00,150.00,28,400,0
SGN,20170815,149.73,150.02,143.12,148.05,5735,151.70,152.00,145.00,150.00,0,4700,0
SGN,20170814,151.01,152.98,148.05,148.05,8800,153.00,155.00,150.00,150.00,180,5600,0
SGN,20170811,151.21,153.77,151.21,153.77,600,153.20,155.80,153.20,155.80,0,0,0
