,address,Coordinates,Latitude,Longitude
165,"2112 15th St, San Francisco, CA 94114, USA","Chase, 2112, 15th Street, Duboce Triangle, SF, California, 94114, USA",37.7661933,-122.431510500637
166,"188 Elliot St, San Francisco, CA 94134, USA","188, Elliot Street, Visitacion Valley, SF, California, 94134, USA",37.7152457142857,-122.411054816327
167,"2975 Jackson St, San Francisco, CA 94115, USA","2975, Jackson Street, Pacific Heights, SF, California, 94115, USA",37.791187877551,-122.443978857143
168,"1606 Guerrero St, San Francisco, CA 94110, USA","1606, Guerrero Street, Bernal Heights, SF, California, 94110, USA",37.7460388356164,-122.422443178082
169,"38 Walter St, San Francisco, CA 94114, USA","38, Walter Street, Western Addition, SF, California, 94114, USA",37.7685675,-122.43250275
170,"310 Alemany Blvd, San Francisco, CA 94110, USA","310, Alemany Boulevard, St. Mary's Park, SF, California, 94110, USA",37.734514908072,-122.411554032918
171,"149 Paris St, San Francisco, CA 94112, USA","149, Paris Street, Excelsior, SF, California, 94112, USA",37.7261770204082,-122.431411020408
172,"198 Church St, San Francisco, CA 94114, USA","Churchill, 198, Church Street, Western Addition, SF, California, 94143, USA",37.7678473,-122.4291843
173,"98 Norfolk St, San Francisco, CA 94103, USA","98, Norfolk Street, West SoMa, SF, California, 94103, USA",37.770395,-122.412938
174,"260 Acton St, Daly City, CA 94014, USA","260, Acton Street, Daly City, San Mateo County, California, 94014, USA",37.7055863570437,-122.451047270835
175,"1656 15th St, San Francisco, CA 94103, USA","1656, 15th Street, Mission District, SF, California, 94103, USA",37.766672,-122.42122
176,"115 Tiffany Ave, San Francisco, CA 94110, USA","115, Tiffany Avenue, Bernal Heights, SF, California, 94110, USA",37.7450242121212,-122.421186969697
177,"807 Bosworth St, San Francisco, CA 94131, USA","807, Bosworth Street, Glen Park, SF, California, 94131, USA",37.7340377857143,-122.435992071429
178,"366 Chenery St, San Francisco, CA 94131, USA","366, Chenery Street, Glen Park, SF, California, 94131, USA",37.7367484489796,-122.428586
179,"661 Twin Peaks Blvd, San Francisco, CA 94114, USA","661, Twin Peaks Boulevard, Cole Valley, SF, California, 94131, USA",37.7518555474544,-122.446940963193
180,"430 Leland Ave, San Francisco, CA 94134, USA","430, Leland Avenue, McLaren Park Community Garden, SF, California, 94134, USA",37.7139823636364,-122.412339227273
181,"42 Sanchez St, San Francisco, CA 94114, USA","42, Sanchez Street, Western Addition, SF, California, 94114, USA",37.7685753333333,-122.431389416667
182,"1 Naylor St, San Francisco, CA 94112, USA","1, Naylor Street, Crocker-Amazon, SF, California, 94112, USA",37.711326,-122.434004
183,"598 14th St, San Francisco, CA 94103, USA","598, 14th Street, Duboce Triangle, SF, California, 94103, USA",37.767966,-122.42644
184,"934 Edinburgh St, San Francisco, CA 94112, USA","934, Edinburgh Street, Excelsior, SF, California, 94112, USA",37.7153241632653,-122.43657744898
185,"1643 Quint St, San Francisco, CA 94124, USA","1643, Quint Street, Silver Terrace, SF, California, 94124, USA",37.7360175,-122.397425875
186,"699 Bayshore Blvd, San Francisco, CA 94124, USA","Bayshore Boulevard, Potrero Terrace, SF, California, 94124, USA",37.745816,-122.4038732
187,"2154 16th St, San Francisco, CA 94103, USA","2154, 16th Street, West SoMa, SF, California, 94103, USA",37.7658406756757,-122.407952405405
188,"30 Bernice St, San Francisco, CA 94103, USA","30, Bernice Street, West SoMa, SF, California, 94103, USA",37.7701175136209,-122.413991402784
189,"290 Richland Ave, San Francisco, CA 94110, USA","290, Richland Avenue, St. Mary's Park, SF, California, 94110, USA",37.7357140204082,-122.420543612245
190,"5620 Mission St, San Francisco, CA 94112, USA","5620, Mission Street, Ocean View, SF, California, 94112, USA",37.7112703,-122.4468793
191,"1606 Guerrero St, San Francisco, CA 94110, USA","1606, Guerrero Street, Bernal Heights, SF, California, 94110, USA",37.7460388356164,-122.422443178082
192,"376 Madison St, San Francisco, CA 94134, USA","376, Madison Street, St. Mary's Park, SF, California, 94134, USA",37.7245067346939,-122.422083571429
193,"876 Bayshore Blvd, San Francisco, CA 94124, USA","Bayshore Boulevard, Potrero Terrace, SF, California, 94124, USA",37.745816,-122.4038732
194,"2545 Vallejo St, San Francisco, CA 94123, USA","2545, Vallejo Street, Cow Hollow, SF, California, 94123, USA",37.7946296734694,-122.439138836735
195,"820 Geneva Ave, San Francisco, CA 94112, USA","Geneva Avenue, Ingleside, SF, California, 94112, USA",37.7200556,-122.4450952
